confronto,competicao,horario_brt,casa,odd_1,odd_x,odd_2,justo_1,justo_x,justo_2,linha_total_gols,odd_total_gols_0,odd_total_gols_1,odd_total_gols_2,justo_total_gols_0,justo_total_gols_1,justo_total_gols_2,linha_total_gols_1t,odd_total_gols_1t_0,odd_total_gols_1t_1,odd_total_gols_1t_2,justo_total_gols_1t_0,justo_total_gols_1t_1,justo_total_gols_1t_2,linha_dupla_chance,odd_dupla_chance_0,odd_dupla_chance_1,odd_dupla_chance_2,justo_dupla_chance_0,justo_dupla_chance_1,justo_dupla_chance_2,linha_dnb,odd_dnb_0,odd_dnb_1,odd_dnb_2,justo_dnb_0,justo_dnb_1,justo_dnb_2,linha_btts,odd_btts_0,odd_btts_1,odd_btts_2,justo_btts_0,justo_btts_1,justo_btts_2
Vila Nova - Sport Recife,Brasileirão - Série B,08/08 16:00,Betano,2.25,3.05,3.5,0.425,0.308,0.267,2.5,2.12,1.67,,0.434,0.566,,0.5,1.52,2.45,,0.629,0.371,,,1.32,1.36,1.67,0.419,0.381,0.200,,1.55,2.37,,0.615,0.385,,,1.8,1.9,,0.515,0.485,
Deportivo Riestra - Estudiantes de La Plata,Liga Profesional,08/08 14:45,Betano,2.92,2.75,2.92,0.326,0.347,0.326,1.5,1.83,2.0,,0.524,0.476,,0.5,1.8,1.98,,0.526,0.474,,,1.44,1.42,1.44,0.329,0.343,0.329,,1.87,1.87,,0.500,0.500,,,2.57,1.47,,0.349,0.651,
Club Atletico Tucuman - CA Sarmiento,Liga Profesional,08/08 14:45,Betano,1.88,3.1,5.1,0.515,0.304,0.180,1.5,1.53,2.52,,0.632,0.368,,0.5,1.62,2.25,,0.589,0.411,,,1.19,1.34,1.95,0.544,0.359,0.097,,1.31,3.3,,0.738,0.262,,,2.2,1.62,,0.416,0.584,
CA Tigre - River Plate,Liga Profesional,08/08 17:00,Betano,3.65,2.92,2.3,0.257,0.325,0.418,1.5,1.65,2.27,,0.585,0.415,,0.5,1.7,2.12,,0.560,0.440,,,1.65,1.38,1.31,0.208,0.364,0.428,,2.4,1.53,,0.377,0.623,,,2.3,1.57,,0.395,0.605,
Boca Juniors - Velez Sarsfield,Liga Profesional,08/08 19:15,Betano,1.8,3.35,5.1,0.539,0.281,0.180,1.5,1.55,2.45,,0.622,0.378,,0.5,1.62,2.25,,0.589,0.411,,,1.18,1.32,2.02,0.552,0.369,0.080,,1.28,3.45,,0.755,0.245,,,2.32,1.57,,0.393,0.607,
Orlando City SC - Club León,Leagues Cup,08/08 19:30,Betano,2.1,3.75,3.25,0.459,0.250,0.291,3.5,2.37,1.6,,0.396,0.604,,1.5,2.35,1.57,,0.391,0.609,,,1.36,1.27,1.75,0.372,0.463,0.165,,1.55,2.35,,0.614,0.386,,,1.47,2.55,,0.650,0.350,
Huachipato - Everton de Vina Del Mar,Liga de Primera,08/08 16:00,Betano,2.42,3.3,3.0,0.397,0.287,0.317,2.5,1.88,1.93,,0.507,0.493,,0.5,1.42,2.8,,0.679,0.321,,,1.42,1.32,1.6,0.340,0.425,0.235,,1.7,2.07,,0.554,0.446,,,1.65,2.15,,0.573,0.427,
Barcelona Guayaquil - Macará,Liga Pro Serie A,08/08 21:00,Betano,1.83,3.15,4.85,0.523,0.292,0.184,2.5,2.07,1.7,,0.446,0.554,,0.5,1.47,2.57,,0.651,0.349,,,1.2,1.33,2.0,0.534,0.374,0.092,,1.31,3.3,,0.738,0.262,,,1.87,1.85,,0.497,0.503,
Botafogo PB - Santa Cruz-PE,Brasileirão - Série C,08/08 17:00,Betano,2.02,3.25,3.6,0.468,0.280,0.251,2.5,2.05,1.7,,0.448,0.552,,0.5,1.47,2.5,,0.646,0.354,,,1.29,1.31,1.78,0.435,0.413,0.152,,1.47,2.52,,0.648,0.352,,,1.85,1.85,,0.500,0.500,
Figueirense - Ferroviária,Brasileirão - Série C,08/08 17:00,Betano,2.22,3.0,3.35,0.423,0.306,0.271,2.5,2.37,1.52,,0.377,0.623,,0.5,1.57,2.27,,0.602,0.398,,,1.32,1.34,1.65,0.410,0.390,0.200,,1.55,2.3,,0.610,0.390,,,2.02,1.7,,0.451,0.549,
Inter de Limeira - Volta Redonda,Brasileirão - Série C,08/08 19:30,Betano,1.93,3.2,3.95,0.491,0.284,0.226,2.5,2.25,1.57,,0.400,0.600,,0.5,1.52,2.37,,0.623,0.377,,,1.25,1.31,1.85,0.472,0.403,0.126,,1.4,2.75,,0.683,0.317,,,2.02,1.72,,0.455,0.545,
Ituano - Barra SC,Brasileirão - Série C,08/08 19:30,Betano,1.93,3.15,4.15,0.493,0.291,0.216,2.5,2.3,1.55,,0.390,0.610,,0.5,1.55,2.3,,0.610,0.390,,,1.24,1.32,1.85,0.483,0.391,0.125,,1.38,2.82,,0.693,0.307,,,2.05,1.7,,0.448,0.552,
São José-RS - Gama,Brasileirão - Série D,08/08 17:00,Betano,3.75,2.72,2.2,0.238,0.337,0.425,1.5,1.62,2.02,,0.565,0.435,,0.5,1.67,1.95,,0.546,0.454,,,1.65,1.38,1.24,0.183,0.335,0.482,,2.37,1.45,,0.358,0.642,,,2.25,1.5,,0.382,0.618,
Goiatuba GO - AS Arapiraquense,Brasileirão - Série D,08/08 18:30,Betano,2.47,2.7,3.15,0.374,0.339,0.287,1.5,1.57,2.1,,0.585,0.415,,0.5,1.65,2.0,,0.556,0.444,,,1.3,1.39,1.52,0.418,0.334,0.248,,1.62,2.05,,0.568,0.432,,,2.15,1.55,,0.404,0.596,
Nacional AM - ABC,Brasileirão - Série D,08/08 16:00,Betano,2.3,2.75,3.45,0.405,0.334,0.261,1.5,1.53,2.18,,0.604,0.396,,0.5,1.62,2.05,,0.568,0.432,,,1.27,1.38,1.6,0.450,0.341,0.208,,1.52,2.22,,0.610,0.390,,,2.07,1.6,,0.425,0.575,
Uberlândia - CSA,Brasileirão - Série D,08/08 17:00,Betano,2.6,2.82,2.85,0.355,0.325,0.321,2.5,2.32,1.47,,0.368,0.632,,0.5,1.55,2.15,,0.596,0.404,,,1.36,1.36,1.47,0.361,0.361,0.279,,1.72,1.88,,0.526,0.474,,,1.91,1.7,,0.466,0.534,
EC Primavera SP - Juventus-SP,Copa Paulista,08/08 17:00,Betano,2.45,3.05,2.85,0.379,0.299,0.322,2.5,2.25,1.5,,0.382,0.618,,0.5,1.52,2.22,,0.610,0.390,,,1.36,1.32,1.53,0.360,0.397,0.243,,1.7,1.93,,0.537,0.463,,,1.95,1.67,,0.454,0.546,
Uniao Sao Joao - Comercial SP,Copa Paulista,08/08 17:00,Betano,2.25,3.0,3.2,0.414,0.303,0.283,2.5,2.2,1.53,,0.394,0.606,,0.5,1.5,2.25,,0.618,0.382,,,1.3,1.33,1.62,0.416,0.385,0.199,,1.55,2.15,,0.596,0.404,,,1.9,1.72,,0.471,0.529,
Sao Jose EC SP - EC Santo Andre SP,Copa Paulista,08/08 19:00,Betano,1.5,3.85,6.1,0.639,0.225,0.136,2.5,2.02,1.62,,0.435,0.565,,0.5,1.44,2.4,,0.648,0.352,,,1.12,1.21,2.52,0.584,0.404,0.012,,1.16,4.0,,0.828,0.172,,,2.15,1.55,,0.404,0.596,
SC Aymores MG - Villa Nova AC MG,Campeonato Mineiro - Modulo II,08/08 15:00,Betano,1.98,2.95,3.7,0.467,0.300,0.233,1.5,1.52,2.22,,0.610,0.390,,0.5,1.55,2.05,,0.585,0.415,,,1.23,1.32,1.67,0.474,0.368,0.158,,1.4,2.52,,0.669,0.331,,,,,,,,
Democrata SL - EC Mamore,Campeonato Mineiro - Modulo II,08/08 16:00,Betano,1.75,3.15,4.5,0.535,0.278,0.187,1.5,1.47,2.32,,0.632,0.368,,0.5,1.52,2.12,,0.600,0.400,,,1.17,1.29,1.85,0.541,0.369,0.090,,1.28,3.05,,0.741,0.259,,,,,,,,
Gremio Anapolis GO - Trindade GO,Campeonato Goiano - Segunda Divisão,08/08 16:00,Betano,2.72,3.1,2.37,0.330,0.286,0.384,2.5,1.85,1.75,,0.484,0.516,,0.5,1.39,2.42,,0.665,0.335,,,1.47,1.3,1.37,0.263,0.402,0.335,,1.93,1.7,,0.463,0.537,,,,,,,,
Pinheiros ES - EC Tupy ES,Campeonato Capixaba - Série B,08/08 15:00,Betano,2.75,3.5,2.18,0.327,0.250,0.423,2.5,1.72,1.9,,0.529,0.471,,1.5,2.42,1.4,,0.338,0.662,,,1.55,1.26,1.36,0.215,0.445,0.340,,2.02,1.62,,0.435,0.565,,,,,,,,
America EC Propria SE - AA Guarany,Copa Governo do Estado de Sergipe,08/08 15:15,Betano,2.42,3.0,2.75,0.376,0.297,0.327,2.5,1.98,1.65,,0.446,0.554,,0.5,1.44,2.3,,0.640,0.360,,,1.36,1.32,1.45,0.344,0.381,0.275,,1.7,1.91,,0.534,0.466,,,,,,,,
Cambridge United - Barnet FC,EFL Cup,08/08 09:00,Betano,1.75,3.7,4.35,0.548,0.245,0.206,2.5,1.93,1.82,,0.484,0.516,,0.5,1.42,2.72,,0.675,0.325,,,1.23,1.26,2.1,0.483,0.444,0.074,,1.33,3.15,,0.725,0.275,,,1.85,1.85,,0.500,0.500,
Queens Park Rangers - Millwall FC,EFL Cup,08/08 10:00,Betano,3.0,3.55,2.2,0.310,0.259,0.431,2.5,1.9,1.83,,0.490,0.510,,0.5,1.42,2.75,,0.676,0.324,,,1.7,1.28,1.4,0.190,0.462,0.349,,2.2,1.62,,0.416,0.584,,,1.75,1.98,,0.535,0.465,
Barnsley FC - Wigan,EFL Cup,08/08 11:00,Betano,2.4,3.45,2.75,0.393,0.267,0.340,2.5,1.75,2.0,,0.537,0.463,,1.5,2.6,1.45,,0.342,0.658,,,1.47,1.3,1.6,0.310,0.450,0.240,,1.75,2.0,,0.537,0.463,,,1.6,2.2,,0.589,0.411,
Sheffield Wednesday - Bolton,EFL Cup,08/08 11:00,Betano,3.15,3.65,2.1,0.295,0.252,0.454,2.5,1.7,2.07,,0.554,0.446,,1.5,2.5,1.5,,0.362,0.638,,,1.75,1.27,1.38,0.170,0.469,0.361,,2.3,1.57,,0.395,0.605,,,1.6,2.2,,0.589,0.411,
Stockport County - Doncaster,EFL Cup,08/08 11:00,Betano,1.7,3.95,4.45,0.567,0.230,0.203,2.5,1.7,2.07,,0.554,0.446,,1.5,2.5,1.5,,0.362,0.638,,,1.22,1.24,2.2,0.485,0.458,0.057,,1.31,3.3,,0.738,0.262,,,1.67,2.07,,0.560,0.440,
Fleetwood Town - Chesterfield FC,EFL Cup,08/08 11:00,Betano,2.92,3.3,2.35,0.319,0.280,0.402,2.5,1.87,1.88,,0.501,0.499,,0.5,1.42,2.75,,0.676,0.324,,,1.6,1.32,1.42,0.235,0.425,0.340,,2.07,1.7,,0.446,0.554,,,1.67,2.07,,0.560,0.440,
Crewe Alexandra - Accrington Stanley,EFL Cup,08/08 11:00,Betano,1.83,3.65,4.0,0.524,0.250,0.227,2.5,1.78,1.98,,0.529,0.471,,1.5,2.65,1.45,,0.338,0.662,,,1.26,1.27,2.0,0.458,0.446,0.096,,1.38,2.9,,0.697,0.303,,,1.7,2.05,,0.552,0.448,
Stoke City - Oldham,EFL Cup,08/08 11:00,Betano,1.42,4.8,6.2,0.682,0.181,0.137,3.5,2.3,1.57,,0.395,0.605,,1.5,2.3,1.57,,0.395,0.605,,,1.14,1.18,2.9,0.537,0.456,0.006,,1.17,4.6,,0.832,0.168,,,1.72,2.0,,0.542,0.458,
Burnley - Notts County,EFL Cup,08/08 11:00,Betano,1.47,4.3,6.5,0.660,0.207,0.133,2.5,1.7,2.07,,0.554,0.446,,1.5,2.5,1.5,,0.362,0.638,,,1.13,1.21,2.77,0.572,0.418,0.010,,1.17,4.65,,0.833,0.167,,,1.83,1.87,,0.506,0.494,
Derby County - Lincoln City,EFL Cup,08/08 11:00,Betano,2.0,3.8,3.25,0.477,0.240,0.284,2.5,1.72,2.05,,0.548,0.452,,1.5,2.55,1.47,,0.350,0.650,,,1.36,1.26,1.83,0.375,0.479,0.146,,1.52,2.42,,0.627,0.373,,,1.65,2.12,,0.570,0.430,
Burton Albion - Blackburn Rovers,EFL Cup,08/08 11:00,Betano,3.05,3.3,2.27,0.304,0.279,0.417,2.5,2.05,1.72,,0.452,0.548,,0.5,1.47,2.57,,0.651,0.349,,,1.65,1.32,1.4,0.216,0.427,0.357,,2.15,1.65,,0.427,0.573,,,1.8,1.91,,0.517,0.483,
Grimsby Town - Blackpool FC,EFL Cup,08/08 11:00,Betano,2.35,3.45,2.82,0.402,0.267,0.331,2.5,1.83,1.91,,0.512,0.488,,1.5,2.72,1.42,,0.325,0.675,,,1.45,1.3,1.6,0.319,0.446,0.235,,1.72,2.05,,0.548,0.452,,,1.67,2.07,,0.560,0.440,
Salford City - Shrewsbury,EFL Cup,08/08 11:00,Betano,1.53,4.0,6.1,0.633,0.225,0.143,2.5,1.82,1.93,,0.516,0.484,,1.5,2.7,1.42,,0.326,0.674,,,1.14,1.23,2.55,0.570,0.412,0.018,,1.19,4.3,,0.817,0.183,,,1.88,1.82,,0.491,0.509,
Preston - Huddersfield Town,EFL Cup,08/08 11:00,Betano,2.2,3.55,3.0,0.431,0.259,0.310,2.5,1.67,2.12,,0.566,0.434,,1.5,2.5,1.5,,0.362,0.638,,,1.4,1.28,1.7,0.349,0.462,0.190,,1.62,2.2,,0.584,0.416,,,1.55,2.3,,0.610,0.390,
Cardiff City - Swindon,EFL Cup,08/08 11:00,Betano,1.33,5.2,7.9,0.732,0.164,0.104,3.5,2.27,1.6,,0.405,0.595,,1.5,2.27,1.6,,0.405,0.595,,,1.1,1.15,3.45,0.566,0.434,0.001,,1.12,5.7,,0.874,0.126,,,1.85,1.85,,0.500,0.500,
Gillingham FC - Luton Town,EFL Cup,08/08 11:00,Betano,4.55,3.7,1.72,0.196,0.245,0.558,2.5,1.83,1.91,,0.512,0.488,,1.5,2.72,1.42,,0.325,0.675,,,2.15,1.26,1.22,0.066,0.440,0.494,,3.3,1.3,,0.258,0.742,,,1.78,1.93,,0.523,0.477,
Norwich City - MK Dons,EFL Cup,08/08 11:00,Betano,1.57,4.15,5.2,0.615,0.216,0.169,2.5,1.62,2.2,,0.584,0.416,,1.5,2.42,1.52,,0.373,0.627,,,1.18,1.22,2.45,0.518,0.454,0.028,,1.24,3.85,,0.783,0.217,,,1.7,2.05,,0.552,0.448,
Bristol Rovers - Peterborough,EFL Cup,08/08 11:00,Betano,2.42,3.4,2.75,0.389,0.271,0.340,2.5,1.67,2.12,,0.566,0.434,,1.5,2.32,1.57,,0.393,0.607,,,1.47,1.3,1.57,0.305,0.446,0.249,,1.75,2.0,,0.537,0.463,,,1.53,2.32,,0.616,0.384,
Leyton Orient - Oxford Utd,EFL Cup,08/08 11:00,Betano,2.77,3.35,2.45,0.338,0.276,0.385,2.5,1.88,1.85,,0.496,0.504,,0.5,1.42,2.72,,0.675,0.325,,,1.57,1.31,1.47,0.253,0.439,0.309,,1.98,1.78,,0.471,0.529,,,1.7,2.05,,0.552,0.448,
Bromley FC - Reading,EFL Cup,08/08 11:00,Betano,2.25,3.3,3.1,0.421,0.280,0.299,2.5,1.82,1.93,,0.516,0.484,,1.5,2.7,1.42,,0.326,0.674,,,1.39,1.31,1.67,0.361,0.434,0.205,,1.62,2.2,,0.584,0.416,,,1.65,2.12,,0.570,0.430,
Swansea City - Birmingham,EFL Cup,08/08 11:00,Betano,2.95,3.45,2.25,0.314,0.266,0.420,2.5,1.8,1.95,,0.522,0.478,,1.5,2.67,1.44,,0.334,0.666,,,1.67,1.29,1.42,0.205,0.456,0.339,,2.15,1.65,,0.427,0.573,,,1.65,2.1,,0.568,0.432,
West Ham United - Portsmouth FC,EFL Cup,08/08 11:00,Betano,1.52,4.3,5.7,0.638,0.208,0.154,2.5,1.55,2.35,,0.614,0.386,,1.5,2.15,1.65,,0.427,0.573,,,1.16,1.21,2.6,0.535,0.448,0.018,,1.2,4.2,,0.810,0.190,,,1.65,2.1,,0.568,0.432,
AFC Wimbledon - Newport County,EFL Cup,08/08 11:00,Betano,1.7,3.9,4.5,0.567,0.233,0.200,2.5,1.72,2.05,,0.548,0.452,,1.5,2.57,1.47,,0.349,0.651,,,1.22,1.24,2.2,0.485,0.458,0.057,,1.3,3.3,,0.742,0.258,,,1.72,2.0,,0.542,0.458,
Leicester - Northampton Town,EFL Cup,08/08 11:00,Betano,1.26,5.7,10.25,0.775,0.147,0.077,3.5,2.22,1.62,,0.414,0.586,,1.5,2.25,1.6,,0.407,0.593,,,1.07,1.13,4.05,0.601,0.399,0.000,,1.08,7.0,,0.909,0.091,,,1.95,1.75,,0.469,0.531,
Rotherham - West Bromwich Albion,EFL Cup,08/08 13:30,Betano,5.5,4.3,1.52,0.158,0.206,0.636,2.5,1.7,2.07,,0.554,0.446,,1.5,2.55,1.47,,0.350,0.650,,,2.57,1.21,1.16,0.019,0.447,0.534,,4.05,1.21,,0.198,0.802,,,1.82,1.9,,0.512,0.488,
Carlisle United - Worthing FC,National League,08/08 11:00,Betano,1.62,4.2,4.6,0.594,0.213,0.193,2.5,1.62,2.2,,0.584,0.416,,1.5,2.42,1.52,,0.373,0.627,,,1.21,1.22,2.32,0.487,0.472,0.042,,1.28,3.45,,0.755,0.245,,,1.67,2.07,,0.560,0.440,
AFC Fylde - Wealdstone FC,National League,08/08 11:00,Betano,1.98,3.6,3.5,0.482,0.255,0.263,2.5,1.7,2.07,,0.554,0.446,,1.5,2.5,1.5,,0.362,0.638,,,1.32,1.27,1.85,0.405,0.460,0.135,,1.47,2.55,,0.650,0.350,,,1.6,2.2,,0.589,0.411,
Boston United - Aldershot Town,National League,08/08 11:00,Betano,1.93,3.7,3.55,0.495,0.247,0.258,2.5,1.65,2.15,,0.573,0.427,,1.5,2.45,1.52,,0.371,0.629,,,1.31,1.26,1.9,0.411,0.468,0.121,,1.45,2.6,,0.658,0.342,,,1.57,2.25,,0.600,0.400,
Hornchurch FC - Kidderminster Harriers,National League,08/08 11:00,Betano,2.47,3.5,2.62,0.381,0.262,0.357,2.5,1.75,2.0,,0.537,0.463,,1.5,2.6,1.45,,0.342,0.658,,,1.5,1.29,1.55,0.286,0.456,0.258,,1.82,1.93,,0.516,0.484,,,1.6,2.18,,0.587,0.413,
Boreham Wood - Tamworth FC,National League,08/08 11:00,Betano,1.44,4.6,6.4,0.674,0.192,0.134,3.5,2.25,1.6,,0.407,0.593,,1.5,2.25,1.6,,0.407,0.593,,,1.13,1.19,2.87,0.558,0.436,0.007,,1.17,4.65,,0.833,0.167,,,1.67,2.07,,0.560,0.440,
Forest Green Rovers - Halifax Town,National League,08/08 11:00,Betano,1.65,4.05,4.65,0.584,0.223,0.192,2.5,1.7,2.07,,0.554,0.446,,1.5,2.55,1.47,,0.350,0.650,,,1.21,1.23,2.27,0.491,0.462,0.047,,1.29,3.4,,0.750,0.250,,,1.72,2.0,,0.542,0.458,
Altrincham FC - Southend,National League,08/08 11:00,Betano,4.15,3.75,1.78,0.218,0.243,0.539,2.5,1.7,2.07,,0.554,0.446,,1.5,2.55,1.47,,0.350,0.650,,,2.07,1.26,1.25,0.082,0.453,0.465,,3.05,1.35,,0.286,0.714,,,1.65,2.1,,0.568,0.432,
Woking FC - Sutton United,National League,08/08 11:00,Betano,2.0,3.6,3.4,0.476,0.254,0.270,2.5,1.65,2.15,,0.573,0.427,,1.5,2.45,1.5,,0.366,0.634,,,1.33,1.28,1.83,0.402,0.454,0.145,,1.5,2.5,,0.638,0.362,,,1.57,2.27,,0.602,0.398,
Hartlepool United - Barrow FC,National League,08/08 11:00,Betano,2.18,3.5,3.1,0.436,0.264,0.300,2.5,1.8,1.93,,0.519,0.481,,1.5,2.67,1.44,,0.334,0.666,,,1.39,1.29,1.7,0.358,0.452,0.191,,1.6,2.25,,0.593,0.407,,,1.67,2.07,,0.560,0.440,
Eastleigh FC - Gateshead FC,National League,08/08 11:00,Betano,2.27,3.75,2.75,0.417,0.244,0.340,2.5,1.57,2.3,,0.605,0.395,,1.5,2.35,1.55,,0.386,0.614,,,1.47,1.26,1.65,0.302,0.487,0.211,,1.72,2.05,,0.548,0.452,,,1.5,2.4,,0.631,0.369,
Scunthorpe - Yeovil,National League,08/08 11:00,Betano,1.83,3.7,3.95,0.524,0.246,0.230,2.5,1.75,2.0,,0.537,0.463,,1.5,2.62,1.45,,0.340,0.660,,,1.27,1.26,2.0,0.446,0.458,0.096,,1.38,2.87,,0.695,0.305,,,1.7,2.05,,0.552,0.448,
Harrogate Town - Solihull Moors,National League,08/08 11:00,Betano,1.65,4.0,4.6,0.583,0.224,0.193,2.5,1.75,2.0,,0.537,0.463,,1.5,2.6,1.45,,0.342,0.658,,,1.21,1.23,2.27,0.491,0.462,0.047,,1.29,3.4,,0.750,0.250,,,1.78,1.93,,0.523,0.477,
Radcliffe FC - Spalding United,National League North,08/08 11:00,Betano,2.32,3.7,2.57,0.401,0.241,0.358,2.5,1.55,2.15,,0.596,0.404,,1.5,2.25,1.5,,0.382,0.618,,,1.42,1.24,1.57,0.303,0.481,0.216,,1.72,1.9,,0.529,0.471,,,1.5,2.27,,0.620,0.380,
Merthyr Town - Hednesford Town,National League North,08/08 11:00,Betano,2.62,3.6,2.32,0.351,0.248,0.401,2.5,1.6,2.07,,0.575,0.425,,1.5,2.32,1.47,,0.368,0.632,,,1.57,1.25,1.4,0.215,0.467,0.318,,1.91,1.7,,0.466,0.534,,,1.52,2.22,,0.610,0.390,
Marine FC - Macclesfield FC,National League North,08/08 11:00,Betano,3.2,3.45,2.05,0.282,0.260,0.458,2.5,1.78,1.82,,0.507,0.493,,1.5,2.57,1.38,,0.321,0.679,,,1.72,1.27,1.3,0.155,0.440,0.406,,2.25,1.5,,0.382,0.618,,,1.67,1.95,,0.546,0.454,
Buxton FC - Hereford United,National League North,08/08 11:00,Betano,1.95,3.65,3.25,0.482,0.243,0.276,2.5,1.57,2.1,,0.585,0.415,,1.5,2.27,1.5,,0.380,0.620,,,1.29,1.24,1.8,0.407,0.468,0.125,,1.47,2.35,,0.635,0.365,,,1.52,2.2,,0.608,0.392,
Darlington FC - Worksop Town,National League North,08/08 11:00,Betano,2.15,3.45,3.0,0.436,0.261,0.304,2.5,1.65,1.98,,0.554,0.446,,1.5,2.4,1.45,,0.355,0.645,,,1.33,1.26,1.67,0.376,0.452,0.172,,1.57,2.12,,0.588,0.412,,,1.55,2.15,,0.596,0.404,
Oxford City - Bedford Town,National League North,08/08 11:00,Betano,2.02,3.4,3.35,0.466,0.265,0.269,2.5,1.8,1.8,,0.500,0.500,,0.5,1.38,2.6,,0.681,0.319,,,1.27,1.27,1.75,0.431,0.431,0.139,,1.47,2.35,,0.635,0.365,,,1.67,1.95,,0.546,0.454,
Morecambe FC - Spennymoor Town,National League North,08/08 11:00,Betano,1.65,3.9,4.4,0.578,0.225,0.197,2.5,1.55,2.15,,0.596,0.404,,1.5,2.25,1.5,,0.382,0.618,,,1.18,1.22,2.18,0.511,0.446,0.042,,1.27,3.1,,0.748,0.252,,,1.57,2.12,,0.588,0.412,
Scarborough Athletic - South Shields,National League North,08/08 11:00,Betano,4.35,3.6,1.72,0.201,0.247,0.553,2.5,1.7,1.93,,0.537,0.463,,1.5,2.45,1.42,,0.342,0.658,,,2.07,1.25,1.19,0.061,0.425,0.513,,3.0,1.29,,0.265,0.735,,,1.65,1.98,,0.554,0.446,
Kings Lynn Town - Harborough Town,National League North,08/08 11:00,Betano,2.15,3.3,3.1,0.435,0.273,0.292,2.5,1.8,1.82,,0.503,0.497,,0.5,1.38,2.57,,0.679,0.321,,,1.31,1.28,1.67,0.397,0.430,0.173,,1.55,2.15,,0.596,0.404,,,1.65,2.0,,0.556,0.444,
Hebburn Town - Southport FC,National League North,08/08 11:00,Betano,2.35,3.6,2.6,0.396,0.249,0.355,2.5,1.65,1.98,,0.554,0.446,,1.5,2.4,1.45,,0.355,0.645,,,1.42,1.25,1.57,0.308,0.472,0.220,,1.72,1.88,,0.526,0.474,,,1.57,2.12,,0.588,0.412,
Chorley - Chester FC,National League North,08/08 11:00,Betano,2.55,3.2,2.6,0.362,0.283,0.355,2.5,1.9,1.72,,0.471,0.529,,0.5,1.42,2.47,,0.659,0.341,,,1.47,1.3,1.5,0.293,0.433,0.274,,1.78,1.82,,0.507,0.493,,,1.7,1.91,,0.534,0.466,
AFC Telford United - Brackley Town,National League North,08/08 11:00,Betano,2.45,3.45,2.55,0.378,0.260,0.362,2.5,1.75,1.87,,0.519,0.481,,1.5,2.52,1.4,,0.331,0.669,,,1.42,1.27,1.53,0.309,0.450,0.241,,1.78,1.83,,0.508,0.492,,,1.62,2.05,,0.568,0.432,
Folkestone Invicta - Walton & Hersham,National League South,08/08 11:00,Betano,1.85,3.8,3.5,0.511,0.233,0.255,2.5,1.6,2.05,,0.573,0.427,,1.5,2.32,1.47,,0.368,0.632,,,1.26,1.23,1.91,0.432,0.472,0.096,,1.4,2.52,,0.669,0.331,,,1.57,2.1,,0.585,0.415,
Salisbury FC - Hampton & Richmond Borough FC,National League South,08/08 11:00,Betano,2.77,3.35,2.32,0.330,0.269,0.401,2.5,1.78,1.83,,0.508,0.492,,1.5,2.57,1.39,,0.325,0.675,,,1.57,1.28,1.42,0.231,0.449,0.320,,1.95,1.67,,0.454,0.546,,,1.65,2.0,,0.556,0.444,
Farnham Town - AFC Totton,National League South,08/08 11:00,Betano,1.95,3.65,3.3,0.483,0.244,0.273,2.5,1.6,2.07,,0.575,0.425,,1.5,2.32,1.47,,0.368,0.632,,,1.29,1.25,1.8,0.412,0.459,0.129,,1.47,2.35,,0.635,0.365,,,1.53,2.18,,0.604,0.396,
Billericay Town - Dover Athletic,National League South,08/08 11:00,Betano,2.05,3.6,3.1,0.459,0.249,0.293,2.5,1.67,1.95,,0.546,0.454,,1.5,2.42,1.44,,0.351,0.649,,,1.31,1.25,1.75,0.393,0.462,0.144,,1.52,2.22,,0.610,0.390,,,1.6,2.05,,0.573,0.427,
Torquay United - Horsham,National League South,08/08 11:00,Betano,1.3,5.0,8.25,0.744,0.163,0.093,3.5,2.18,1.53,,0.396,0.604,,1.5,2.18,1.53,,0.396,0.604,,,1.08,1.14,3.4,0.591,0.409,0.000,,1.09,5.1,,0.890,0.110,,,1.83,1.78,,0.492,0.508,
Truro City FC - Maidenhead United,National League South,08/08 11:00,Betano,2.02,3.65,3.1,0.465,0.244,0.291,2.5,1.67,1.95,,0.546,0.454,,1.5,2.42,1.44,,0.351,0.649,,,1.31,1.24,1.75,0.388,0.471,0.141,,1.52,2.22,,0.610,0.390,,,1.6,2.05,,0.573,0.427,
Maidstone United - Farnborough,National League South,08/08 11:00,Betano,1.55,4.15,5.0,0.619,0.210,0.171,2.5,1.57,2.1,,0.585,0.415,,1.5,2.32,1.47,,0.368,0.632,,,1.15,1.2,2.4,0.536,0.444,0.020,,1.22,3.45,,0.783,0.217,,,1.67,1.95,,0.546,0.454,
Weston-Super-Mare - Chesham Utd,National League South,08/08 11:00,Betano,2.27,3.25,2.9,0.409,0.277,0.314,2.5,1.98,1.65,,0.446,0.554,,0.5,1.44,2.42,,0.649,0.351,,,1.34,1.29,1.6,0.372,0.423,0.205,,1.62,2.02,,0.565,0.435,,,1.78,1.82,,0.507,0.493,
Slough Town - Ebbsfleet United,National League South,08/08 11:00,Betano,4.35,3.85,1.67,0.200,0.229,0.571,2.5,1.62,2.05,,0.568,0.432,,1.5,2.35,1.47,,0.365,0.635,,,2.15,1.22,1.19,0.047,0.453,0.500,,3.05,1.28,,0.259,0.741,,,1.62,2.02,,0.565,0.435,
