confronto,competicao,horario_brt,casa,odd_1,odd_x,odd_2,justo_1,justo_x,justo_2,linha_total_gols,odd_total_gols_0,odd_total_gols_1,odd_total_gols_2,justo_total_gols_0,justo_total_gols_1,justo_total_gols_2,linha_total_gols_1t,odd_total_gols_1t_0,odd_total_gols_1t_1,odd_total_gols_1t_2,justo_total_gols_1t_0,justo_total_gols_1t_1,justo_total_gols_1t_2,linha_dupla_chance,odd_dupla_chance_0,odd_dupla_chance_1,odd_dupla_chance_2,justo_dupla_chance_0,justo_dupla_chance_1,justo_dupla_chance_2,linha_dnb,odd_dnb_0,odd_dnb_1,odd_dnb_2,justo_dnb_0,justo_dnb_1,justo_dnb_2,linha_btts,odd_btts_0,odd_btts_1,odd_btts_2,justo_btts_0,justo_btts_1,justo_btts_2
Os Belenences - Caldas SC,Liga 3,08/08 13:30,Betano,1.62,3.5,5.3,0.588,0.252,0.160,2.5,2.02,1.62,,0.435,0.565,,0.5,1.45,2.37,,0.642,0.358,,,1.14,1.25,2.22,0.575,0.390,0.035,,1.21,3.5,,0.789,0.211,,,2.0,1.65,,0.444,0.556,
Mafra - Vitoria Sernache,Liga 3,08/08 16:00,Betano,1.7,3.7,4.25,0.558,0.238,0.204,2.5,1.7,1.91,,0.534,0.466,,1.5,2.47,1.42,,0.341,0.659,,,1.19,1.23,2.1,0.504,0.442,0.054,,1.29,2.95,,0.733,0.267,,,1.7,1.93,,0.537,0.463,
SC Covilhã - UD Santarém,Liga 3,08/08 13:00,Betano,2.62,2.95,2.72,0.352,0.310,0.338,2.5,2.18,1.53,,0.396,0.604,,0.5,1.52,2.22,,0.610,0.390,,,1.38,1.34,1.47,0.343,0.378,0.278,,1.78,1.83,,0.508,0.492,,,1.87,1.75,,0.481,0.519,
New England Revolution - Houston Dynamo FC,MLS,08/08 17:30,Betano,2.42,3.4,2.9,0.396,0.277,0.327,2.5,1.78,2.05,,0.538,0.462,,1.5,2.65,1.47,,0.344,0.656,,,1.44,1.31,1.57,0.322,0.432,0.246,,1.72,2.05,,0.548,0.452,,,1.6,2.25,,0.593,0.407,
Brooklyn FC - Birmingham Legion FC,USL Championship,08/08 20:00,Betano,2.12,3.55,2.87,0.438,0.248,0.314,2.5,1.6,2.18,,0.587,0.413,,1.5,2.37,1.52,,0.377,0.623,,,1.4,1.26,1.7,0.340,0.477,0.183,,1.62,2.18,,0.582,0.418,,,1.53,2.32,,0.616,0.384,
Lexington SC - Phoenix Rising FC,USL Championship,08/08 20:00,Betano,1.88,3.65,3.45,0.501,0.242,0.257,2.5,1.65,2.1,,0.568,0.432,,1.5,2.42,1.5,,0.368,0.632,,,1.3,1.25,1.88,0.412,0.470,0.118,,1.44,2.57,,0.660,0.340,,,1.6,2.18,,0.587,0.413,
Pittsburgh Riverhounds - Sacramento Republic,USL Championship,08/08 20:00,Betano,2.18,3.1,3.1,0.424,0.288,0.288,2.5,2.25,1.57,,0.400,0.600,,0.5,1.52,2.37,,0.623,0.377,,,1.35,1.32,1.65,0.384,0.413,0.203,,1.57,2.25,,0.600,0.400,,,1.95,1.75,,0.469,0.531,
Loudoun United FC - Charleston Battery,USL Championship,08/08 20:00,Betano,3.7,3.7,1.8,0.238,0.238,0.524,2.5,1.65,2.1,,0.568,0.432,,1.5,2.42,1.5,,0.368,0.632,,,1.98,1.24,1.27,0.093,0.473,0.435,,2.77,1.39,,0.313,0.687,,,1.62,2.15,,0.579,0.421,
Miami FC - Las Vegas Lights,USL Championship,08/08 20:00,Betano,2.22,3.65,2.65,0.416,0.241,0.343,2.5,1.65,2.12,,0.570,0.430,,1.5,2.42,1.5,,0.368,0.632,,,1.47,1.25,1.62,0.293,0.491,0.215,,1.7,2.02,,0.549,0.451,,,1.57,2.25,,0.600,0.400,
Rhode Island FC - Colorado Switchbacks FC,USL Championship,08/08 20:30,Betano,2.05,3.25,3.3,0.455,0.275,0.270,2.5,1.82,1.9,,0.512,0.488,,1.5,2.67,1.42,,0.328,0.672,,,1.32,1.3,1.75,0.408,0.428,0.164,,1.5,2.42,,0.632,0.368,,,1.65,2.1,,0.568,0.432,
Louisville City - San Antonio FC,USL Championship,08/08 21:00,Betano,1.45,4.1,6.0,0.660,0.206,0.134,2.5,1.65,2.1,,0.568,0.432,,1.5,2.42,1.5,,0.368,0.632,,,1.12,1.2,2.7,0.578,0.414,0.008,,1.17,4.45,,0.830,0.170,,,1.8,1.9,,0.515,0.485,
Charlotte Independence - Greenville Triumph SC,USL League One,08/08 20:00,Betano,1.72,3.85,3.95,0.551,0.228,0.221,3.5,2.12,1.57,,0.412,0.588,,1.5,2.15,1.55,,0.404,0.596,,,1.22,1.22,2.05,0.468,0.468,0.064,,1.33,2.8,,0.710,0.290,,,1.47,2.32,,0.632,0.368,
Portland Hearts of Pine - Corpus Christi FC,USL League One,08/08 20:00,Betano,2.1,3.3,3.2,0.446,0.272,0.282,2.5,1.67,1.95,,0.546,0.454,,1.5,2.42,1.44,,0.351,0.649,,,1.29,1.29,1.7,0.419,0.419,0.163,,1.52,2.22,,0.610,0.390,,,1.53,2.18,,0.604,0.396,
New York Cosmos - Spokane Velocity FC,USL League One,08/08 20:00,Betano,3.7,3.6,1.85,0.241,0.248,0.512,2.5,1.6,2.05,,0.573,0.427,,1.5,2.32,1.47,,0.368,0.632,,,1.91,1.25,1.23,0.093,0.440,0.467,,2.62,1.37,,0.315,0.685,,,1.55,2.15,,0.596,0.404,
Chattanooga Red Wolves - Union Omaha SC,USL League One,08/08 20:00,Betano,2.22,3.45,2.87,0.421,0.261,0.318,2.5,1.62,2.02,,0.565,0.435,,1.5,2.35,1.47,,0.365,0.635,,,1.4,1.27,1.62,0.334,0.459,0.207,,1.62,2.05,,0.568,0.432,,,1.52,2.22,,0.610,0.390,
One Knoxville SC - Sarasota Paradise,USL League One,08/08 20:30,Betano,1.65,3.65,4.7,0.577,0.241,0.182,2.5,1.72,1.88,,0.526,0.474,,1.5,2.47,1.42,,0.341,0.659,,,1.17,1.24,2.15,0.532,0.421,0.046,,1.25,3.2,,0.760,0.240,,,1.7,1.91,,0.534,0.466,
Carolina Core FC - Huntsville City FC,MLS Next Pro,08/08 20:30,Betano,2.15,3.4,2.87,0.429,0.259,0.312,2.5,1.52,2.2,,0.608,0.392,,1.5,2.15,1.5,,0.391,0.609,,,1.34,1.26,1.57,0.355,0.442,0.203,,1.57,2.1,,0.585,0.415,,,,,,,,
Malásia - Filipinas,AFF ASEAN Cup,08/08 10:00,Betano,1.45,4.05,5.7,0.656,0.205,0.139,2.5,1.65,1.98,,0.554,0.446,,1.5,2.35,1.42,,0.350,0.650,,,1.12,1.19,2.4,0.568,0.420,0.013,,1.16,4.0,,0.828,0.172,,,,,,,,
Tailândia - Mianmar,AFF ASEAN Cup,08/08 10:00,Betano,1.37,4.45,6.4,0.698,0.182,0.120,2.5,1.53,2.18,,0.604,0.396,,1.5,2.18,1.5,,0.389,0.611,,,1.1,1.16,2.65,0.575,0.422,0.003,,1.13,4.4,,0.853,0.147,,,,,,,,
CA Estudiantes Caseros - CSYD Madryn,Primera B Nacional,08/08 15:00,Betano,2.0,2.95,4.2,0.474,0.312,0.213,1.5,1.6,2.18,,0.587,0.413,,0.5,1.67,2.07,,0.560,0.440,,,1.23,1.35,1.8,0.498,0.364,0.138,,1.39,2.8,,0.689,0.311,,,2.35,1.53,,0.381,0.619,
Almirante Brown - Ciudad de Bolívar,Primera B Nacional,08/08 15:00,Betano,1.95,2.72,5.0,0.486,0.339,0.175,1.5,1.8,1.91,,0.517,0.483,,0.5,1.75,1.98,,0.535,0.465,,,1.18,1.4,1.83,0.564,0.312,0.124,,1.31,3.15,,0.733,0.267,,,2.7,1.4,,0.320,0.680,
CA Agropecuario - Club Atletico Guemes,Primera B Nacional,08/08 15:00,Betano,1.78,3.2,4.9,0.536,0.284,0.179,1.5,1.52,2.37,,0.623,0.377,,0.5,1.6,2.22,,0.591,0.409,,,1.19,1.31,2.02,0.537,0.381,0.081,,1.28,3.3,,0.750,0.250,,,2.3,1.55,,0.390,0.610,
Atletico Rafaela - Club Atletico Chacarita Juniors,Primera B Nacional,08/08 16:00,Betano,2.27,2.72,3.7,0.414,0.341,0.245,1.5,1.67,2.07,,0.560,0.440,,0.5,1.72,2.02,,0.545,0.455,,,1.28,1.4,1.62,0.451,0.338,0.211,,1.5,2.4,,0.631,0.369,,,2.35,1.53,,0.381,0.619,
Defensores Unidos - CSYD Liniers,Primera B Metropolitana,08/08 15:00,Betano,2.52,2.72,3.05,0.366,0.337,0.297,1.5,1.57,2.12,,0.588,0.412,,0.5,1.62,2.02,,0.565,0.435,,,1.32,1.38,1.5,0.397,0.343,0.260,,1.65,1.98,,0.554,0.446,,,2.12,1.57,,0.412,0.588,
Argentino Quilmes - Real Pilar,Primera B Metropolitana,08/08 15:00,Betano,2.6,2.72,3.0,0.356,0.339,0.305,1.5,1.55,2.15,,0.596,0.404,,0.5,1.62,2.02,,0.565,0.435,,,1.38,1.39,1.47,0.358,0.350,0.292,,1.7,1.93,,0.537,0.463,,,2.07,1.6,,0.425,0.575,
Talleres Remedios - Argentino Merlo,Primera B Metropolitana,08/08 15:00,Betano,1.7,3.25,5.2,0.560,0.276,0.165,2.5,2.32,1.47,,0.368,0.632,,0.5,1.55,2.15,,0.596,0.404,,,1.15,1.28,2.1,0.573,0.374,0.052,,1.23,3.4,,0.776,0.224,,,2.2,1.53,,0.394,0.606,
Flandria - UAI Urquiza,Primera B Metropolitana,08/08 15:00,Betano,2.0,2.85,4.15,0.469,0.319,0.212,1.5,1.67,1.95,,0.546,0.454,,0.5,1.7,1.93,,0.537,0.463,,,1.2,1.35,1.78,0.524,0.346,0.130,,1.36,2.65,,0.691,0.309,,,2.47,1.42,,0.341,0.659,
Brown de Adrogue - Excursionistas,Primera B Metropolitana,08/08 15:00,Betano,3.35,3.05,2.18,0.270,0.299,0.430,1.5,1.53,2.18,,0.604,0.396,,0.5,1.57,2.1,,0.585,0.415,,,1.65,1.32,1.28,0.181,0.388,0.431,,2.25,1.5,,0.382,0.618,,,2.18,1.53,,0.396,0.604,
Deportivo Armenio - Villa Dalmine,Primera B Metropolitana,08/08 15:30,Betano,2.65,2.62,3.0,0.346,0.351,0.303,1.5,1.65,2.0,,0.556,0.444,,0.5,1.7,1.93,,0.537,0.463,,,1.37,1.4,1.47,0.366,0.342,0.292,,1.7,1.93,,0.537,0.463,,,2.22,1.52,,0.390,0.610,
Deportivo Merlo - Sportivo Italiano,Primera B Metropolitana,08/08 19:00,Betano,2.75,2.72,2.77,0.333,0.337,0.330,1.5,1.6,2.05,,0.573,0.427,,0.5,1.65,1.98,,0.554,0.446,,,1.42,1.38,1.42,0.323,0.354,0.323,,1.8,1.8,,0.500,0.500,,,2.18,1.53,,0.396,0.604,
Sportivo Las Parejas - Defensores de Puerto Vilelas,Torneo Federal A,08/08 14:30,Betano,1.5,3.7,5.7,0.632,0.228,0.140,2.5,1.95,1.67,,0.454,0.546,,0.5,1.4,2.4,,0.660,0.340,,,1.12,1.22,2.25,0.586,0.392,0.022,,1.17,3.85,,0.819,0.181,,,,,,,,
Douglas Haig - San Martin Formosa,Torneo Federal A,08/08 15:00,Betano,2.0,3.0,3.6,0.463,0.295,0.241,2.5,2.12,1.57,,0.412,0.588,,0.5,1.47,2.22,,0.624,0.376,,,1.24,1.32,1.65,0.463,0.370,0.167,,1.42,2.45,,0.658,0.342,,,,,,,,
Huracan Las Heras - Olimpo Bahia Blanca,Torneo Federal A,08/08 15:30,Betano,2.92,2.62,2.6,0.306,0.345,0.348,1.5,1.52,2.2,,0.608,0.392,,0.5,1.6,2.0,,0.567,0.433,,,1.4,1.4,1.32,0.310,0.310,0.380,,1.91,1.7,,0.466,0.534,,,,,,,,
Costa Brava - Germinal de Rawson,Torneo Federal A,08/08 15:30,Betano,1.67,3.2,5.1,0.564,0.273,0.162,1.5,1.47,2.32,,0.632,0.368,,0.5,1.53,2.1,,0.595,0.405,,,1.15,1.28,1.98,0.568,0.369,0.063,,1.23,3.4,,0.776,0.224,,,,,,,,
Circulo Deportivo - Guillermo Brown,Torneo Federal A,08/08 15:00,Betano,2.3,2.72,3.25,0.398,0.331,0.271,1.5,1.6,2.05,,0.573,0.427,,0.5,1.62,1.95,,0.556,0.444,,,1.28,1.37,1.5,0.423,0.334,0.243,,1.55,2.15,,0.596,0.404,,,,,,,,
Bartolome Mitre - Atletico Sarmiento de la Banda,Torneo Federal A,08/08 15:30,Betano,2.1,2.7,3.8,0.440,0.333,0.228,1.5,1.8,1.8,,0.500,0.500,,0.5,1.72,1.82,,0.517,0.483,,,1.22,1.38,1.6,0.493,0.318,0.188,,1.42,2.47,,0.659,0.341,,,,,,,,
Villa Mitre - Club Cipolletti,Torneo Federal A,08/08 15:30,Betano,1.53,3.3,6.4,0.618,0.259,0.123,1.5,1.55,2.15,,0.596,0.404,,0.5,1.57,2.02,,0.576,0.424,,,1.11,1.26,2.18,0.622,0.349,0.029,,1.16,4.05,,0.829,0.171,,,,,,,,
Tucuman Central - Club Atletico el Linqueno,Torneo Federal A,08/08 16:00,Betano,2.15,2.8,3.5,0.429,0.320,0.250,1.5,1.53,2.2,,0.606,0.394,,0.5,1.57,2.02,,0.576,0.424,,,1.25,1.35,1.57,0.453,0.345,0.202,,1.47,2.32,,0.632,0.368,,,,,,,,
Juventud Unida Universitario - FADEP,Torneo Federal A,08/08 15:00,Betano,2.18,2.8,3.4,0.422,0.320,0.258,1.5,1.53,2.18,,0.604,0.396,,0.5,1.57,2.02,,0.576,0.424,,,1.26,1.35,1.55,0.442,0.346,0.212,,1.5,2.27,,0.620,0.380,,,,,,,,
CD Santamarina Tandil - San Martin de Mendoza,Torneo Federal A,08/08 15:00,Betano,2.32,2.72,3.2,0.394,0.330,0.276,1.5,1.6,2.05,,0.573,0.427,,0.5,1.62,1.95,,0.556,0.444,,,1.29,1.38,1.5,0.418,0.332,0.250,,1.57,2.1,,0.585,0.415,,,,,,,,
Sol de Mayo - Deportivo Rincon,Torneo Federal A,08/08 15:00,Betano,2.1,2.95,3.4,0.440,0.302,0.258,1.5,1.47,2.32,,0.632,0.368,,0.5,1.53,2.1,,0.595,0.405,,,1.26,1.33,1.6,0.443,0.366,0.191,,1.47,2.32,,0.632,0.368,,,,,,,,
Boca Unidos - Independiente Chivilcoy,Torneo Federal A,08/08 15:30,Betano,2.05,2.92,3.55,0.451,0.304,0.245,2.5,2.32,1.47,,0.368,0.632,,0.5,1.52,2.12,,0.600,0.400,,,1.25,1.33,1.62,0.454,0.365,0.181,,1.44,2.42,,0.649,0.351,,,,,,,,
Sol de America de Formosa - Defensores de Belgrano de Villa Ramallo,Torneo Federal A,08/08 19:30,Betano,1.87,3.0,4.15,0.499,0.295,0.206,2.5,2.32,1.47,,0.368,0.632,,0.5,1.53,2.1,,0.595,0.405,,,1.2,1.32,1.75,0.512,0.360,0.128,,1.33,2.8,,0.710,0.290,,,,,,,,
Sarmiento de Resistencia - Escobar FC,Torneo Federal A,08/08 16:00,Betano,2.5,2.87,2.77,0.363,0.312,0.325,2.5,2.25,1.5,,0.382,0.618,,0.5,1.52,2.12,,0.600,0.400,,,1.36,1.34,1.42,0.343,0.361,0.295,,1.72,1.9,,0.529,0.471,,,,,,,,
Argentino Rosario - Club Mercedes,Primera C Metropolitana,08/08 15:00,Betano,2.92,2.7,2.52,0.306,0.334,0.360,1.5,1.5,2.25,,0.618,0.382,,0.5,1.57,2.02,,0.576,0.424,,,1.42,1.38,1.33,0.298,0.329,0.373,,1.95,1.67,,0.454,0.546,,,,,,,,
Defensores de Cambaceres - Leandro Niceforo Alem,Primera C Metropolitana,08/08 15:00,Betano,2.5,2.77,2.9,0.365,0.326,0.310,1.5,1.65,1.98,,0.554,0.446,,0.5,1.65,1.91,,0.544,0.456,,,1.34,1.36,1.44,0.366,0.348,0.286,,1.67,1.95,,0.546,0.454,,,,,,,,
Estrella del Sur - JJ Urquiza,Primera C Metropolitana,08/08 15:00,Betano,2.35,2.7,3.2,0.389,0.334,0.277,1.5,1.57,2.12,,0.588,0.412,,0.5,1.6,1.98,,0.564,0.436,,,1.29,1.38,1.47,0.412,0.326,0.262,,1.57,2.1,,0.585,0.415,,,,,,,,
El Porvenir - Yupanqui,Primera C Metropolitana,08/08 15:00,Betano,2.18,2.8,3.4,0.422,0.320,0.258,2.5,2.27,1.5,,0.380,0.620,,0.5,1.53,2.1,,0.595,0.405,,,1.26,1.35,1.55,0.442,0.346,0.212,,1.5,2.27,,0.620,0.380,,,,,,,,
Berazategui - Centro Espanol Plottier,Primera C Metropolitana,08/08 15:00,Betano,2.37,2.8,3.0,0.384,0.320,0.296,1.5,1.5,2.27,,0.620,0.380,,0.5,1.55,2.07,,0.587,0.413,,,1.32,1.36,1.47,0.386,0.348,0.266,,1.62,2.02,,0.565,0.435,,,,,,,,
Leones de Rosario - Deportivo Muñiz,Primera C Metropolitana,08/08 17:00,Betano,2.02,2.77,3.9,0.458,0.322,0.220,1.5,1.55,2.15,,0.596,0.404,,0.5,1.6,1.98,,0.564,0.436,,,1.21,1.35,1.65,0.501,0.337,0.163,,1.39,2.57,,0.675,0.325,,,,,,,,
Social Atletico Television - Nautico Hacoaj,Torneo Promocional Amateur,08/08 15:00,Betano,1.83,3.1,4.15,0.511,0.284,0.205,2.5,2.22,1.52,,0.390,0.610,,0.5,1.5,2.18,,0.611,0.389,,,1.2,1.3,1.78,0.507,0.376,0.117,,1.32,2.82,,0.715,0.285,,,,,,,,
Union San Felipe - Deportes Recoleta,Liga de Ascenso,08/08 13:30,Betano,2.57,3.2,2.7,0.365,0.289,0.346,2.5,2.05,1.72,,0.452,0.548,,0.5,1.47,2.57,,0.651,0.349,,,1.47,1.33,1.53,0.308,0.419,0.273,,1.82,1.91,,0.513,0.487,,,1.78,1.93,,0.523,0.477,
Santiago Wanderers - CD San Marcos de Arica,Liga de Ascenso,08/08 16:00,Betano,2.45,3.2,2.9,0.386,0.291,0.323,2.5,2.05,1.72,,0.452,0.548,,0.5,1.47,2.57,,0.651,0.349,,,1.44,1.33,1.57,0.329,0.419,0.252,,1.72,2.05,,0.548,0.452,,,1.78,1.93,,0.523,0.477,
CD Cobreloa Calama - Deportes Iquique,Liga de Ascenso,08/08 18:30,Betano,1.82,3.55,4.2,0.527,0.258,0.215,2.5,1.83,1.91,,0.512,0.488,,1.5,2.72,1.42,,0.325,0.675,,,1.24,1.28,2.02,0.479,0.430,0.090,,1.36,3.0,,0.708,0.292,,,1.72,2.0,,0.542,0.458,
Deportes Temuco - Magallanes,Liga de Ascenso,08/08 21:00,Betano,2.12,3.45,3.25,0.449,0.267,0.284,2.5,1.75,2.02,,0.539,0.461,,1.5,2.57,1.47,,0.349,0.651,,,1.36,1.3,1.75,0.384,0.442,0.175,,1.55,2.35,,0.614,0.386,,,1.6,2.18,,0.587,0.413,
Deportes Colina - Deportes Rengo,Segunda División,08/08 16:30,Betano,1.78,3.6,3.95,0.532,0.246,0.222,2.5,1.75,1.85,,0.516,0.484,,1.5,2.55,1.39,,0.326,0.674,,,1.22,1.24,1.98,0.475,0.447,0.078,,1.34,2.75,,0.703,0.297,,,1.72,1.9,,0.529,0.471,
Lota Schwager - General Velasquez,Segunda División,08/08 17:00,Betano,1.98,3.25,3.6,0.475,0.277,0.248,2.5,2.15,1.55,,0.404,0.596,,0.5,1.47,2.32,,0.632,0.368,,,1.25,1.29,1.78,0.458,0.410,0.133,,1.42,2.45,,0.658,0.342,,,1.95,1.67,,0.454,0.546,
Provincial Osorno - Concon National,Segunda División,08/08 17:00,Betano,2.0,3.4,3.4,0.471,0.265,0.265,2.5,1.95,1.67,,0.454,0.546,,0.5,1.42,2.47,,0.659,0.341,,,1.27,1.27,1.78,0.433,0.433,0.133,,1.45,2.37,,0.642,0.358,,,1.8,1.8,,0.500,0.500,
Deportes Rancagua - Constitucion Unido,Tercera A,08/08 13:00,Betano,2.15,3.35,3.05,0.435,0.268,0.297,2.5,1.65,2.0,,0.556,0.444,,1.5,2.4,1.45,,0.355,0.645,,,1.32,1.28,1.67,0.391,0.433,0.176,,1.55,2.15,,0.596,0.404,,,1.53,2.18,,0.604,0.396,
Deportes Naval - Aguara,Tercera A,08/08 16:00,Betano,1.75,3.65,4.05,0.542,0.242,0.216,2.5,1.67,1.95,,0.546,0.454,,1.5,2.45,1.42,,0.342,0.658,,,1.21,1.24,2.02,0.486,0.443,0.070,,1.32,2.82,,0.715,0.285,,,1.65,1.98,,0.554,0.446,
Fortaleza CEIF - Cucuta Deportivo,Categoría Primera A,08/08 18:20,Betano,1.62,3.5,5.9,0.594,0.259,0.147,2.5,2.12,1.67,,0.434,0.566,,0.5,1.5,2.5,,0.638,0.362,,,1.15,1.28,2.32,0.580,0.382,0.038,,1.22,4.05,,0.797,0.203,,,2.05,1.7,,0.448,0.552,
Deportes Tolima - Internacional de Bogota,Categoría Primera A,08/08 20:25,Betano,1.65,3.65,5.3,0.584,0.249,0.167,2.5,2.0,1.75,,0.463,0.537,,0.5,1.45,2.62,,0.660,0.340,,,1.18,1.26,2.27,0.536,0.419,0.046,,1.25,3.75,,0.777,0.223,,,1.95,1.75,,0.469,0.531,
Orlando Pirates - Durban City FC,MTN 8,08/08 10:00,Betano,1.24,5.6,10.25,0.784,0.143,0.072,2.5,1.55,2.3,,0.610,0.390,,1.5,2.3,1.55,,0.390,0.610,,,1.06,1.12,4.0,0.613,0.387,0.000,,1.07,6.8,,0.916,0.084,,,2.1,1.65,,0.432,0.568,
Mamelodi Sundowns FC - Polokwane City,MTN 8,08/08 13:00,Betano,1.35,4.65,8.25,0.718,0.184,0.098,2.5,1.82,1.88,,0.509,0.491,,1.5,2.67,1.42,,0.328,0.672,,,1.08,1.17,3.2,0.621,0.378,0.001,,1.11,5.7,,0.880,0.120,,,2.25,1.57,,0.400,0.600,
Western Sydney Wanderers - Melbourne Victory,Copa,08/08 06:30,Betano,2.95,3.55,2.22,0.315,0.258,0.427,2.5,1.62,2.22,,0.586,0.414,,1.5,2.4,1.53,,0.377,0.623,,,1.67,1.28,1.42,0.202,0.463,0.335,,2.15,1.65,,0.427,0.573,,,1.52,2.37,,0.623,0.377,
Gold Coast Knights - Peninsula Power,NPL Queensland,08/08 05:00,Betano,2.87,3.7,2.12,0.318,0.241,0.442,3.5,2.07,1.6,,0.425,0.575,,1.5,2.1,1.57,,0.415,0.585,,,1.7,1.24,1.35,0.163,0.479,0.358,,2.1,1.57,,0.415,0.585,,,1.42,2.47,,0.659,0.341,
Brisbane Olympic - Moreton City Excelsior,NPL Queensland,08/08 05:00,Betano,3.95,4.35,1.65,0.222,0.200,0.578,3.5,1.78,1.83,,0.508,0.492,,1.5,1.88,1.72,,0.474,0.526,,,2.18,1.19,1.21,0.043,0.495,0.462,,2.9,1.31,,0.278,0.722,,,1.38,2.62,,0.682,0.318,
Eastern Suburbs FC - Wynnum Wolves,NPL Queensland,08/08 05:00,Betano,2.15,4.05,2.67,0.436,0.219,0.345,3.5,1.88,1.72,,0.474,0.526,,1.5,1.95,1.67,,0.454,0.546,,,1.39,1.21,1.67,0.318,0.515,0.168,,1.65,2.0,,0.556,0.444,,,1.37,2.65,,0.687,0.313,
Brisbane City - Gold Coast United,NPL Queensland,08/08 05:00,Betano,1.7,4.15,3.85,0.560,0.211,0.229,3.5,1.83,1.78,,0.492,0.508,,1.5,1.93,1.7,,0.463,0.537,,,1.22,1.2,2.1,0.458,0.488,0.054,,1.33,2.8,,0.710,0.290,,,1.38,2.57,,0.679,0.321,
Magic United TFA - Rochedale Rovers,NPL Queensland,08/08 05:00,Betano,2.9,4.0,2.02,0.314,0.221,0.465,3.5,1.78,1.82,,0.507,0.493,,1.5,1.9,1.72,,0.471,0.529,,,1.75,1.22,1.34,0.141,0.499,0.360,,2.15,1.55,,0.404,0.596,,,1.32,2.82,,0.715,0.285,
Croydon Kings - Sturt Lions,NPL South Australia,08/08 02:00,Betano,1.95,3.9,3.1,0.483,0.226,0.291,3.5,1.83,1.78,,0.492,0.508,,1.5,1.93,1.7,,0.463,0.537,,,1.31,1.22,1.8,0.383,0.493,0.124,,1.5,2.27,,0.620,0.380,,,1.34,2.75,,0.703,0.297,
Manly United - Marconi Stallions,NPL NSW,08/08 04:00,Betano,4.3,3.45,1.75,0.202,0.257,0.541,2.5,1.78,1.83,,0.508,0.492,,1.5,2.55,1.39,,0.326,0.674,,,2.02,1.26,1.19,0.069,0.415,0.516,,2.92,1.3,,0.273,0.727,,,1.7,1.93,,0.537,0.463,
NWS Spirit - Blacktown City,NPL NSW,08/08 04:30,Betano,2.42,3.45,2.57,0.382,0.260,0.358,2.5,1.67,1.95,,0.546,0.454,,1.5,2.42,1.44,,0.351,0.649,,,1.47,1.27,1.53,0.287,0.461,0.252,,1.75,1.85,,0.516,0.484,,,1.57,2.12,,0.588,0.412,
St George Saints FC - Apia Leichhardt Tigers,NPL NSW,08/08 05:30,Betano,6.0,4.6,1.42,0.137,0.184,0.678,2.5,1.52,2.22,,0.610,0.390,,1.5,2.2,1.53,,0.394,0.606,,,2.8,1.17,1.12,0.005,0.441,0.554,,4.1,1.16,,0.170,0.830,,,1.7,1.91,,0.534,0.466,
St George City FA - Rockdale Illinden,NPL NSW,08/08 06:15,Betano,3.55,3.4,1.95,0.252,0.264,0.484,2.5,1.75,1.87,,0.519,0.481,,1.5,2.52,1.4,,0.331,0.669,,,1.82,1.27,1.25,0.119,0.428,0.453,,2.45,1.42,,0.342,0.658,,,1.62,2.02,,0.565,0.435,
UNSW FC - Sydney Olympic,NPL NSW,08/08 02:30,Betano,2.0,3.5,3.3,0.471,0.256,0.273,2.5,1.57,2.1,,0.585,0.415,,1.5,2.32,1.47,,0.368,0.632,,,1.28,1.26,1.78,0.422,0.445,0.133,,1.47,2.32,,0.632,0.368,,,1.5,2.25,,0.618,0.382,
SD Raiders - Western Sydney Wanderers NPL,NPL NSW,08/08 04:00,Betano,2.35,3.55,2.6,0.395,0.252,0.354,3.5,2.12,1.57,,0.412,0.588,,1.5,2.15,1.55,,0.404,0.596,,,1.4,1.25,1.57,0.318,0.467,0.215,,1.72,1.9,,0.529,0.471,,,1.42,2.47,,0.659,0.341,
Sutherland Sharks - Sydney FC NPL,NPL NSW,08/08 04:30,Betano,2.1,3.45,3.1,0.447,0.261,0.293,2.5,1.55,2.15,,0.596,0.404,,1.5,2.25,1.5,,0.382,0.618,,,1.31,1.27,1.7,0.397,0.441,0.162,,1.53,2.18,,0.604,0.396,,,1.47,2.32,,0.632,0.368,
Glenorchy Knights FC - Launceston United,NPL Tasmania,08/08 01:30,Betano,1.23,6.5,8.25,0.790,0.119,0.091,4.5,1.95,1.67,,0.454,0.546,,1.5,1.62,2.05,,0.568,0.432,,,1.07,1.09,3.05,0.542,0.458,0.000,,1.08,5.4,,0.900,0.100,,,1.44,2.42,,0.649,0.351,
Kingborough Lions - Clarence Zebras,NPL Tasmania,08/08 01:30,Betano,1.45,5.0,5.1,0.664,0.170,0.166,3.5,1.65,1.98,,0.554,0.446,,1.5,1.8,1.82,,0.503,0.497,,,1.15,1.15,2.67,0.496,0.496,0.007,,1.2,3.65,,0.798,0.202,,,1.4,2.55,,0.671,0.329,
South Hobart - Riverside Olympic,NPL Tasmania,08/08 01:00,Betano,1.19,6.8,9.75,0.818,0.110,0.072,4.5,2.07,1.6,,0.425,0.575,,1.5,1.67,1.95,,0.546,0.454,,,1.05,1.08,3.3,0.578,0.422,0.000,,1.06,6.0,,0.921,0.079,,,1.55,2.15,,0.596,0.404,
